Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference delta absorbance,Reference ellipticity,Delta absorbance,Ellipticity,g-factor,Average absorbace,Weak signal flag
1,171.0036843215852,112.34604027119713,114.34604027119713,87.34604027119713,91.34604027119713,0.007663359910615831,252.75371784821155,0.01178314455878434,388.63287512439626,0.11393159430254726,0.10342297613683876,True
2,171.23380252856805,105.40096384367007,106.40096384367007,74.40096384367007,78.40096384367007,0.004100979757080198,135.25893244115935,0.018641860332226413,614.8477380072158,0.13133149078083908,0.1419450904074121,True
3,171.46397004958132,109.4558566754456,109.4558566754456,75.4558566754456,80.4558566754456,0.0,0.0,0.027864709306599265,919.0366831455075,0.1887677779158179,0.14761369559070456,True
4,171.69418686025367,118.5107187502781,119.5107187502781,84.5107187502781,89.5107187502781,0.0036492262354702043,120.35915173533934,0.021314022863770384,702.9812750484313,0.15650346359913914,0.13618882530525428,True
5,171.92445293621375,107.56555005195537,109.56555005195537,74.56555005195537,76.56555005195537,0.008000820971300048,263.8838929557098,0.0034943600060592557,115.25133796836133,0.022202229676339093,0.1573877964960967,True
6,172.15476825309023,119.62035056429954,120.62035056429954,85.62035056429954,90.62035056429954,0.0036155155070200684,119.24730105280254,0.021033220726113206,693.7198303165638,0.15613534968682882,0.1347114587971331,True
7,172.3851327865117,105.6751202711664,104.6751202711664,71.6751202711664,76.6751202711664,-0.004129282215743476,-136.19240701821516,0.033415317729860776,1102.1074160436842,0.21998717673607404,0.1518966615492786,True
8,172.61554651210685,112.72985915644563,113.72985915644563,78.72985915644563,82.72985915644563,0.0038355369156016328,126.50406958172863,0.017687273534353086,583.3634589200399,0.12027588946144604,0.1470558531186142,True
9,172.8460094055043,97.78456720406052,101.78456720406052,64.78456720406052,68.78456720406052,0.017411616418521694,574.2717078225634,0.008607830811737143,283.904353397401,0.04933000183119761,0.17449484070956026,True
10,173.07652144233273,106.83924439796897,109.83924439796897,73.83924439796897,78.83924439796897,0.012026728768806077,396.6667943726397,0.01642848066775382,541.8458242604663,0.10791929091441471,0.15222932367839973,True
11,173.30708259822075,113.89389072216181,118.89389072216181,80.89389072216181,85.89389072216181,0.018659110168107302,615.4166738528526,0.007387441175796421,243.65333800660028,0.05098620318381506,0.14489098451130544,True
12,173.537692848797,115.94850616066446,118.94850616066446,83.94850616066446,88.94850616066446,0.011093834516424187,365.8979810324083,0.014031851838702458,462.7999678854054,0.10531556426345076,0.13323625939658135,True
13,173.76835216969016,114.00309069753575,117.00309069753575,80.00309069753575,84.00309069753575,0.011280708512036886,372.06147820743064,0.00990779161607697,326.7797931765876,0.06655958759734015,0.14885596461347222,True
14,173.99906053652884,117.05764431686862,117.05764431686862,81.05764431686862,82.05764431686862,0.0,0.0,0.005325067032047608,175.63190373931099,0.03392988490629296,0.15694326835337924,True
15,174.22981792494173,114.11216700278987,114.11216700278987,79.11216700278987,82.11216700278987,0.0,0.0,0.016164232980463364,533.1303800983133,0.10704325330002089,0.1510065555944777,True
16,174.46062431055742,127.16665873946022,128.16665873946022,91.16665873946022,98.16665873946022,0.003401802057780785,112.19858228199735,0.028726169088679785,947.4494375035453,0.2206749326810559,0.13017413776760073,True
17,174.6914796690046,101.22111951107422,102.22111951107422,65.22111951107422,70.22111951107422,0.004269496656420007,140.81697399541108,0.027810003199324015,917.2323607380907,0.15713829503327867,0.1769778855843792,True
18,174.92238397591188,118.27554930186034,121.27554930186034,82.27554930186034,88.27554930186034,0.010878276683259185,358.78843060293093,0.019691361507433953,649.4624927641087,0.13324916127600334,0.14777850246011376,True
19,175.15333720690793,108.3299480960809,111.3299480960809,74.3299480960809,79.3299480960809,0.01186347152914259,391.2822274500524,0.016409869068155634,541.2319745850743,0.10561136088398207,0.15537977099057054,True
20,175.38433933762138,120.38431587803188,122.38431587803188,86.38431587803188,89.38431587803188,0.007155855421399526,236.01515304501282,0.007670566909011128,252.99141980403573,0.05467271426132557,0.14029972743528374,True
21,175.6153903436809,103.43865263204384,104.43865263204384,68.43865263204384,71.43865263204384,0.004178405443822761,137.81259433481836,0.014453398612456652,476.70346655388033,0.0839558735185493,0.17215470468856836,True
22,175.8464902007151,101.49295834248073,100.49295834248073,63.49295834248073,67.49295834248073,-0.004300280310505767,-141.83228361284802,0.030833182076085725,1016.943154663245,0.16375042077051408,0.18829375784808816,True
23,176.07763888435264,86.54723299374018,87.54723299374018,49.54723299374018,54.54723299374018,0.004989236801425148,164.55551683517197,0.03676408235140629,1212.5567121966258,0.16423406974116592,0.2238517404418386,True
