Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference delta absorbance,Delta absorbance,Ellipticity,g-factor,Average absorbace,Weak signal flag
1,171.0036843215852,74.57871169557734,81.57871169557734,64.57871169557734,71.57871169557734,0.03896196568311947,0.005732534954895098,189.07105231184823,0.09608797681717086,0.059659232557290116,True
2,171.23380252856805,68.6065542796307,75.6065542796307,54.6065542796307,61.6065542796307,0.0421938381087192,0.010188307763659907,336.0318053546698,0.1083554973843267,0.09402668078319038,True
3,171.46397004958132,71.63438997948856,79.63438997948856,56.63438997948856,62.63438997948856,0.04597909070037244,-0.002246465679859401,-74.0931600793424,-0.021775553566308642,0.1031645727406515,True
4,171.69418686025367,80.66221878730994,88.66221878730994,65.66221878730994,69.66221878730994,0.04106843135660139,-0.015386682305156992,-507.48512445439815,-0.1585472139652908,0.09704795133470745,True
5,171.92445293621375,71.69004069526204,79.69004069526204,53.69004069526204,60.69004069526204,0.04594522169033821,0.007278473869098488,240.05936718791872,0.05969590091802468,0.12192585683719556,True
6,172.15476825309023,83.7178556955198,90.7178556955198,67.7178556955198,72.7178556955198,0.034874680198240214,-0.0039368138739939475,-129.84439654856658,-0.041843915442820734,0.09408330535830381,True
7,172.3851327865117,69.74566378026657,76.74566378026657,53.74566378026657,59.74566378026657,0.04153663482020513,0.004426324762460292,145.98949457739036,0.03989095249343579,0.11096061853094785,True
8,172.61554651210685,76.77346494169342,82.77346494169342,60.77346494169342,65.77346494169342,0.03267999374241047,0.0016567293806524913,54.64241733553558,0.01645723129895138,0.10066877900403906,True
9,172.8460094055043,64.80125917199916,69.80125917199916,47.80125917199916,52.80125917199916,0.03227981224630035,0.010925130330711963,360.3337623799275,0.08624090050903005,0.126681542820486,True
10,173.07652144233273,73.82904646339148,78.82904646339148,55.82904646339148,61.82904646339148,0.02845901391320382,0.015873324537353396,523.5356081696683,0.13993890874708823,0.11343038672712016,True
11,173.30708259822075,81.85682680808486,85.85682680808486,61.85682680808486,67.85682680808486,0.02071992815628348,0.019485981318720594,642.6886224415421,0.17409968437360088,0.1119242771107246,True
12,173.537692848797,83.8846001983029,87.8846001983029,61.884600198302905,69.8846001983029,0.020230542405673044,0.03256835300340542,1074.17273908804,0.28120899720742504,0.11581547292877828,True
13,173.76835216969016,79.91236662627671,84.91236662627671,58.91236662627671,66.91236662627671,0.02635695283829136,0.028942968337711882,954.5999324377128,0.2454124168674758,0.11793603888160745,True
14,173.99906053652884,80.94012608424555,86.94012608424555,58.94012608424555,66.94012608424555,0.03105638911045049,0.02421907636789501,798.7960458904379,0.1927606218531323,0.12564327783891435,True
15,174.22981792494173,78.96787856445621,83.96787856445621,58.967878564456214,63.967878564456214,0.026662709891775226,0.008683734261747688,286.40780872397295,0.07089161965311784,0.12249310009050943,True
16,174.46062431055742,89.99562405916436,96.99562405916436,71.99562405916436,77.99562405916436,0.03253074873897215,0.002233388030950828,73.66183172977935,0.023313368572897984,0.0957985983006833,True
17,174.6914796690046,65.02336256063268,72.02336256063268,46.02336256063268,53.02336256063268,0.04440396898930997,0.017084950822994514,563.4975898474672,0.1207002432140115,0.1415486031184004,True
18,174.92238397591188,81.05109406113297,88.05109406113297,65.05109406113297,70.05109406113297,0.03597587506509186,-0.00381555769575756,-125.84511291595845,-0.03916925566409124,0.097412055222063,True
19,175.15333720690793,74.07881855294431,82.07881855294431,55.07881855294431,61.07881855294431,0.04453704917633194,0.00036896271719973756,12.169165954273922,0.0028707477979649175,0.12852495000128414,True
20,175.38433933762138,85.10653602835373,90.10653602835373,67.10653602835373,72.10653602835373,0.024793380000834586,0.006416431160842097,211.62738669931935,0.06417080744910267,0.09998987726516166,True
21,175.6153903436809,69.1342464796569,75.1342464796569,51.134246479656895,56.134246479656895,0.03614470156763127,0.004371335167108366,144.1758221373275,0.033940069258556145,0.128795705565815,True
22,175.8464902007151,64.16194989915698,70.16194989915698,46.16194989915698,50.16194989915698,0.0388240963750721,-0.002733831603026274,-90.1675126439809,-0.01893755515100546,0.14436032429883777,True
23,176.07763888435264,53.189646279165345,58.189646279165345,33.189646279165345,39.189646279165345,0.03901861503716922,0.03315010465976244,1093.360131527341,0.1760967104796717,0.18824942595159508,True
24,176.3088363702222,65.21733561200153,73.21733561200153,46.217335612001534,53.217335612001534,0.05025086863010039,0.010997353492734722,362.7158340728831,0.07633898329426006,0.14405947024921428,True
25,176.54008263395235,61.245017889992596,69.2450178899926,42.245017889992596,46.245017889992596,0.05331776596709655,-0.014028312540480863,-462.68323439063056,-0.0833483487039753,0.16830942374520952,True
26,176.7713776511718,72.27269310547445,80.27269310547445,51.272693105474445,60.272693105474445,0.04559359538281624,0.024640872253153978,812.7077607799595,0.18016591039266716,0.13676767263823553,True
27,177.00272139750916,75.30036125079005,82.30036125079005,55.30036125079005,63.30036125079005,0.038604681799070006,0.020073538362036437,662.0674887453752,0.16184118791307997,0.12403232218498872,True
28,177.2341138485931,65.32802231829146,72.32802231829146,44.32802231829146,52.32802231829146,0.04420707929697727,0.027848886246131743,918.5148053520134,0.18025552701349304,0.15449671201508908,True
29,177.46555498005225,65.35567630033802,72.35567630033802,44.35567630033802,52.35567630033802,0.044189294086174793,0.027825274430524197,917.7360380424304,0.18019045115043075,0.15442147046568222,True
30,177.69704476751525,87.38332318929724,93.38332318929724,67.38332318929724,76.38332318929724,0.028840767993124537,0.025605355621460907,844.518449562128,0.2558656138809877,0.10007345353319291,True
31,177.92858318661078,99.41096297754484,106.41096297754484,80.41096297754484,87.41096297754484,0.02955209264776855,0.006698548965186436,220.93222488399397,0.07545982141833842,0.08876974314649703,True
32,178.16017021296744,94.4385956574647,102.4385956574647,74.4385956574647,81.4385956574647,0.03531409573503541,0.0037180090363635315,122.62775308678056,0.03663339390220356,0.10149234456106146,True
33,178.39180582221388,77.46622122144822,84.46622122144822,55.46622122144822,62.46622122144822,0.037570693785510575,0.014045961652031022,463.2653391870979,0.10173749889711683,0.1380608114441181,True
34,178.62348998997876,68.49383966189521,75.49383966189521,47.49383966189521,53.49383966189521,0.042260001621213406,0.009406488284418452,310.24575558416495,0.06095799445769765,0.15431098690338588,True
35,178.85522269189076,67.52145097121365,73.52145097121365,44.52145097121365,50.52145097121365,0.036972303124437465,0.017934202116182386,591.507682580198,0.10432602325012691,0.1719053555140718,True
36,179.08700390357845,73.54905514181928,80.54905514181928,51.54905514181928,58.54905514181928,0.03948335254022982,0.01581582895042457,521.6392828599312,0.10799586036029171,0.14644847402169303,True
37,179.31883360067053,72.57665216613623,80.57665216613623,50.57665216613623,57.57665216613623,0.04541228808809584,0.01088404224908783,358.978591082888,0.07188702071567767,0.15140483136915084,True
38,179.55071175879564,90.60424203659613,97.60424203659613,67.60424203659613,74.60424203659613,0.03232016164868957,0.010469412796750614,345.30324021460615,0.08585717023346434,0.12193987722029506,True
39,179.7826383535824,85.63182474563905,93.63182474563905,63.63182474563905,70.63182474563905,0.038788288635780134,0.0065377600763489516,215.6290693599974,0.0520141547849851,0.12569194103748474,True
40,180.01461336065947,82.65940028571322,88.65940028571322,58.65940028571322,65.65940028571322,0.03043253925330512,0.018526753851620475,611.051284328814,0.13262644045582997,0.1396912545337492,True
41,180.2466367556555,71.68696864927483,77.68696864927483,47.68696864927483,53.68696864927483,0.03490795935424644,0.016561207330817902,546.2234285930722,0.09813473277269719,0.16875989634758065,True
42,180.47870851419913,64.71452982878782,70.71452982878782,40.71452982878782,46.71452982878782,0.03850685791899189,0.021195700283575356,699.0787476455021,0.111173339073848,0.1906545261674285,True
43,180.710828611919,69.74208381672452,76.74208381672452,44.74208381672452,51.74208381672452,0.041538668165674184,0.021589039921757702,712.051915692841,0.11863140215476822,0.18198419246189412,True
44,180.94299702444374,78.76963060556545,85.76963060556545,51.76963060556545,59.76963060556545,0.03697473082646683,0.025430774794193804,838.760406918763,0.14997358883519413,0.1695683552798064,True
45,181.17521372740205,86.79717018779843,94.79717018779843,61.79717018779843,67.79717018779843,0.038289807022645846,0.0019531716800091567,64.41970747508299,0.013326736181641666,0.1465603920860804,True
