Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference delta absorbance,Reference ellipticity,Delta absorbance,Ellipticity,g-factor,Average absorbace,Weak signal flag
1,171.0036843215852,127.34012140318373,129.34012140318373,128.34012140318373,133.34012140318373,0.00676800468082387,223.2230203781286,0.009830395748556708,324.2271147835587,-1.1826204924265258,-0.008312384075458134,True
2,171.23380252856805,133.3791012286822,135.3791012286822,135.3791012286822,139.3791012286822,0.006463839912184908,213.19102696940973,0.006182193255381815,203.90172822097333,-0.6470156269046421,-0.009554936539875804,True
3,171.46397004958132,136.4180634182676,139.4180634182676,139.4180634182676,144.4180634182676,0.009447165866696704,311.5873877499287,0.005855305245901322,193.12027456619433,-0.4731629195854314,-0.012374818489647357,True
4,171.69418686025367,144.45700796047004,145.45700796047004,146.45700796047004,149.45700796047004,0.002996034551132277,98.81551700989169,0.005810091657420751,191.62903538142209,-0.6545411025254256,-0.008876587940778034,True
5,171.92445293621375,137.49593484383968,139.49593484383968,138.49593484383968,141.49593484383968,0.006271693532141635,206.85363547358085,0.00303524319232123,100.10870041089001,-0.6506709824149067,-0.004664789539340142,True
6,172.15476825309023,147.5348440569462,149.5348440569462,147.5348440569462,150.5348440569462,0.005847800176288096,192.87274159507228,0.0028946348589543357,95.4711420248234,-1.9999999999999956,-0.001447317429477171,True
7,172.3851327865117,138.57373558837844,140.57373558837844,137.57373558837844,140.57373558837844,0.0062232612954706695,205.25623850605317,0.0031453945852753813,103.74172488319144,2.000000000000052,0.0015726972926376499,True
8,172.61554651210685,143.61260942674517,145.61260942674517,144.61260942674517,148.61260942674517,0.006006411282231553,198.1040692616341,0.00584308585292814,192.71725330139094,-0.984491260482539,-0.005935132273357315,True
9,172.8460094055043,135.6514655606736,137.6514655606736,136.6514655606736,140.6514655606736,0.006356349457944252,209.64576584903836,0.006173618551731821,203.61891647100185,-0.9835907804126419,-0.006276612870590174,True
10,173.07652144233273,141.6903039788117,143.6903039788117,143.6903039788117,146.6903039788117,0.006087331515551772,200.77298864678488,0.0028866134893201284,95.20658039377275,-0.3833159142129522,-0.007530638260211817,True
11,173.30708259822075,144.7291246698262,146.7291246698262,146.7291246698262,149.7291246698262,0.0059603912357204004,196.5862313958791,0.002829567719270164,93.32509099019285,-0.38366109044002056,-0.007375175095355475,True
