Index,Wavelength,LHC reference intensity,RHC reference intensity,LHC intensity,RHC intensity,Reference delta absorbance,Delta absorbance,Ellipticity,g-factor,Average absorbace,Weak signal flag
1,171.0036843215852,98.97464030387255,98.97464030387255,64.97464030387255,62.97464030387255,0.0,-0.013578188357999042,-447.8371927140465,-0.07162657482574177,0.1895691423334569,True
2,171.23380252856805,100.01580312518604,100.01580312518604,60.01580312518604,58.01580312518604,0.0,-0.014719313503625006,-485.47389860430485,-0.06423085428421992,0.22916266127323193,True
3,171.46397004958132,104.05695008493149,104.05695008493149,60.056950084931486,60.056950084931486,0.0,0.0,0.0,0.0,0.23870781921529333,True
4,171.69418686025367,111.0980811703721,112.0980811703721,66.0980811703721,66.0980811703721,0.003891620566800618,-0.003891620566800618,-128.3538262832779,-0.017108768167571866,0.2274635162908359,True
5,171.92445293621375,103.13919636878768,102.13919636878768,58.13919636878768,59.13919636878768,-0.00423130668118177,0.011637700942637408,383.83583894872334,0.04786501072222347,0.24313586828957057,True
6,172.15476825309023,113.1802956674751,113.1802956674751,69.1802956674751,68.1802956674751,0.0,-0.006323533561689462,-208.56342861319627,-0.029147399858298915,0.2169501771146496,True
7,172.3851327865117,102.2213790537478,102.2213790537478,58.221379053747796,57.221379053747796,0.0,-0.0075241678561574704,-248.16287131749525,-0.030312333797606787,0.24822133150142062,True
8,172.61554651210685,109.26244651493585,108.26244651493585,64.26244651493585,63.262446514935846,-0.003993083599354945,-0.002818188672535987,-92.94978611071727,-0.012151410571877014,0.2319227595731435,True
9,172.8460094055043,100.3034980383859,99.3034980383859,53.3034980383859,52.3034980383859,-0.004351531999178348,-0.0038734432169539104,-127.75429907746073,-0.014008983653554855,0.27649709020618374,True
10,173.07652144233273,106.34453361146143,106.34453361146143,60.34453361146143,59.34453361146143,0.0,-0.007257214009884295,-239.35817234388244,-0.02906305245729086,0.2497058428583514,True
11,173.30708259822075,111.38555322154275,109.38555322154275,64.38555322154275,64.38555322154275,-0.00786889860890158,0.00786889860890158,259.5328161496549,0.033612547752707965,0.23410598526461382,True
